iter	Passed	Remaining
399	68285	443852
400	68451	443652
401	68624	443496
402	68798	443348
403	68989	443311
404	69148	443061
405	69275	442615
406	69474	442622
407	69630	442357
408	69818	442295
409	69973	442027
410	70106	441621
411	70250	441283
412	70402	440995
413	70570	440806
414	70707	440429
415	70873	440232
416	71012	439868
417	71162	439572
418	71303	439224
419	71495	439185
420	71629	438791
421	71802	438643
422	71951	438344
423	72095	438013
424	72218	437557
425	72440	437706
426	72787	438602
427	72988	438613
428	73170	438512
429	73332	438291
430	73504	438130
431	73659	437862
432	73780	437398
433	73965	437318
434	74150	437231
435	74301	436946
436	74457	436689
437	74614	436445
438	74789	436301
439	74983	436266
440	75161	436139
441	75300	435787
442	75495	435760
443	75650	435502
444	75819	435324
445	76002	435224
446	76188	435143
447	76456	435529
448	76660	435547
449	76876	435635
450	77064	435558
451	77207	435229
452	77417	435279
453	77621	435296
454	77795	435141
455	77978	435038
456	78137	434802
457	78292	434540
458	78488	434509
459	78643	434248
460	78814	434078
461	78979	433871
462	79151	433711
463	79383	433870
464	79552	433687
465	79725	433530
466	79927	433523
467	80138	433567
468	80285	433265
469	80461	433124
470	80654	433067
471	80841	432980
472	81043	432975
473	81228	432876
474	81415	432785
475	81560	432477
476	81742	432362
477	81902	432129
478	82119	432199
479	82292	432033
480	82459	431840
481	82591	431465
482	82766	431310
483	82965	431282
484	83134	431097
485	83285	430821
486	83516	430958
487	83779	431258
488	83921	430935
489	84101	430805
490	84316	430855
491	84489	430692
492	84658	430504
493	84826	430315
494	84971	430008
495	85140	429820
496	85289	429534
497	85448	429300
498	85572	428892
499	85716	428583
500	85868	428315
501	86029	428089
502	86173	427782
503	86313	427456
504	86480	427263
505	86616	426919
506	86774	426683
507	86920	426391
508	87070	426117
509	87233	425902
510	87384	425636
511	87570	425539
512	87722	425274
513	87869	424985
514	88044	424836
515	88244	424803
516	88393	424528
517	88531	424200
518	88662	423837
519	88780	423413
520	88979	423378
521	89115	423044
522	89274	422817
523	89452	422678
524	89592	422363
525	89736	422068
526	89877	421758
527	90046	421580
528	90221	421430
529	90398	421291
530	90608	421304
531	90742	420961
532	90888	420677
533	91070	420559
534	91273	420538
535	91487	420569
536	91640	420318
537	91789	420049
538	91946	419814
539	92066	419416
540	92188	419023
541	92342	418778
542	92485	418483
543	92642	418255
544	92751	417808
545	92903	417557
546	93045	417258
547	93195	416997
548	93353	416776
549	93524	416608
550	93651	416247
551	93815	416052
552	93963	415783
553	94106	415494
554	94246	415192
555	94396	414935
556	94549	414691
557	94702	414448
558	94866	414256
559	95014	413990
560	95142	413639
561	95294	413395
562	95441	413129
563	95600	412911
564	95743	412630
565	95909	412444
566	96039	412104
567	96222	411996
568	96420	411948
569	96608	411857
570	96794	411756
571	96956	411555
572	97137	411435
573	97302	411246
574	97462	411036
575	97624	410835
576	97778	410603
577	97984	410583
578	98135	410339
579	98283	410078
580	98475	410002
581	98642	409822
582	98778	409513
583	98963	409411
584	99196	409503
585	99439	409638
586	99647	409624
587	99799	409382
588	99933	409065
589	100130	409006
590	100297	408825
591	100471	408673
592	100634	408479
593	100885	408638
594	101079	408566
595	101247	408388
596	101415	408211
597	101599	408095
598	101768	407924
599	102082	408330
600	102231	408074
601	102473	408193
602	102663	408098
603	102803	407809
604	102951	407551
605	103127	407403
606	103324	407338
607	103516	407254
608	103661	406985
609	103835	406829
610	104074	406928
611	104412	407415
612	105098	409249
613	105293	409169
614	105443	408915
615	105614	408742
616	105758	408463
617	105907	408207
618	106053	407939
619	106199	407668
620	106332	407349
621	106491	407131
622	106656	406937
623	106813	406712
624	106965	406467
625	107106	406184
626	107244	405886
627	107445	405828
628	107678	405891
629	107830	405648
630	107992	405443
631	108143	405194
632	108267	404847
633	108401	404540
634	108576	404385
635	108712	404081
636	108834	403730
637	108970	403430
638	109115	403162
639	109260	402897
640	109393	402590
641	109549	402365
642	109681	402051
643	109830	401803
644	109966	401505
645	110108	401232
646	110234	400898
647	110371	400608
648	110546	400454
649	110701	400230
650	110842	399953
651	110993	399713
652	111162	399537
653	111299	399248
654	111460	399045
655	111590	398731
656	111739	398486
657	111858	398134
658	111997	397854
659	112119	397514
660	112257	397232
661	112457	397169
662	112636	397031
663	112770	396735
664	112908	396453
665	113061	396223
666	113240	396088
667	113360	395743
668	113522	395548
669	113651	395235
670	113839	395131
671	113969	394823
672	114078	394442
673	114237	394239
674	114391	394015
675	114518	393698
676	114663	393446
677	114839	393300
678	114986	393054
679	115125	392781
680	115274	392543
681	115483	392509
682	115629	392259
683	115767	391984
684	115918	391753
685	116034	391404
686	116169	391119
687	116332	390929
688	116487	390715
689	116635	390476
690	116777	390215
691	116992	390199
692	117190	390126
693	117504	390440
694	117697	390349
695	117834	390071
696	118010	389926
697	118221	389892
698	118374	389669
699	118632	389792
700	118828	389710
701	119026	389635
702	119159	389346
703	119329	389178
704	119520	389076
705	119689	388907
706	119871	388776
707	120031	388577
708	120222	388477
709	120420	388398
710	120555	388116
711	120695	387853
712	120853	387645
713	121007	387426
714	121239	387459
715	121450	387419
716	121659	387375
717	121798	387109
718	121957	386906
719	122113	386691
720	122304	386591
721	122598	386814
722	122780	386682
723	122970	386575
724	123150	386438
725	123379	386454
726	123579	386378
727	123748	386204
728	123914	386022
729	124057	385768
730	124205	385529
731	124361	385317
732	124562	385243
733	124697	384966
734	124885	384850
735	125046	384654
736	125191	384408
737	125334	384154
738	125494	383956
739	125699	383892
740	125850	383666
741	125999	383433
742	126138	383170
743	126293	382953
744	126471	382810
745	126730	382908
746	126939	382858
747	127127	382743
748	127265	382477
749	127431	382293
750	127649	382269
751	127812	382079
752	127959	381840
753	128091	381557
754	128248	381347
755	128399	381123
756	128571	380959
757	128729	380754
758	128858	380464
759	129022	380275
760	129154	379996
761	129291	379729
762	129443	379509
763	129619	379356
764	129752	379082
765	129899	378845
766	130030	378562
767	130141	378222
768	130289	377993
769	130452	377803
770	130661	377750
771	130818	377543
772	130957	377286
773	131106	377058
774	131230	376757
775	131367	376497
776	131498	376218
777	131638	375965
778	131782	375724
779	131915	375451
780	132063	375222
781	132205	374977
782	132355	374752
783	132509	374543
784	132688	374400
785	132862	374246
786	133001	373992
787	133157	373786
788	133310	373574
789	133461	373353
790	133699	373378
791	133855	373173
792	134025	373007
793	134175	372784
794	134323	372556
795	134495	372398
796	134620	372106
797	134736	371791
798	134871	371528
799	135014	371290
800	135152	371037
801	135315	370851
802	135509	370752
803	135685	370602
804	135838	370391
805	136000	370206
806	136152	369989
807	136281	369713
808	136434	369502
809	136584	369283
810	136725	369041
811	136875	368822
812	137083	368760
813	137240	368560
814	137419	368418
815	137590	368258
816	137797	368190
817	137929	367924
818	138056	367645
819	138192	367390
820	138315	367100
821	138483	366929
822	138636	366721
823	138805	366555
824	138972	366383
825	139122	366164
826	139297	366012
827	139451	365808
828	139630	365667
829	139806	365517
830	139955	365299
831	140114	365106
832	140243	364835
833	140416	364679
834	140603	364558
835	140783	364420
836	140964	364285
837	141117	364076
838	141264	363852
839	141410	363625
840	141575	363449
841	141751	363302
842	141893	363065
843	142044	362852
844	142203	362661
845	142364	362473
846	142509	362247
847	142699	362133
848	142849	361918
849	143013	361740
850	143156	361507
851	143290	361253
852	143430	361015
853	143565	360764
854	143706	360528
855	143884	360384
856	144039	360181
857	144178	359941
858	144345	359772
859	144519	359618
860	144670	359407
861	144824	359206
862	144970	358982
863	145107	358738
864	145265	358544
865	145420	358344
866	145606	358221
867	145762	358024
868	145918	357828
869	146052	357577
870	146190	357335
871	146343	357130
872	146477	356880
873	146629	356675
874	146763	356425
875	146934	356265
876	147132	356171
877	147257	355901
878	147419	355718
879	147579	355531
880	147710	355277
881	147850	355043
882	147985	354795
883	148121	354553
884	148262	354321
885	148399	354082
886	148569	353920
887	148711	353693
888	148844	353443
889	148997	353241
890	149131	352994
891	149290	352808
892	149416	352542
893	149560	352319
894	149697	352082
895	149841	351858
896	149986	351639
897	150279	351768
898	150418	351533
899	150596	351391
900	150749	351190
901	150885	350950
902	151013	350691
903	151162	350482
904	151333	350324
905	151459	350061
906	151592	349816
907	151746	349618
908	151895	349410
909	152070	349261
910	152206	349021
911	152346	348793
912	152494	348582
913	152663	348419
914	152796	348176
915	152938	347952
916	153143	347870
917	153266	347603
918	153419	347406
919	153577	347218
920	153738	347039
921	153876	346806
922	154014	346574
923	154175	346394
924	154338	346219
925	154486	346009
926	154662	345864
927	154810	345653
928	154970	345473
929	155112	345249
930	155256	345032
931	155395	344804
932	155546	344603
933	155712	344433
934	155835	344170
935	156000	344001
936	156145	343787
937	156335	343671
938	156479	343454
939	156628	343249
940	156762	343011
941	156898	342778
942	157084	342653
943	157224	342429
944	157363	342202
945	157502	341976
946	157657	341785
947	157786	341537
948	157909	341276
949	158030	341013
950	158150	340746
951	158298	340540
952	158434	340309
953	158590	340122
954	158696	339826
955	158848	339630
956	159012	339459
957	159201	339341
958	159376	339193
959	159528	338997
960	159835	339130
961	159980	338920
962	160131	338720
963	160282	338522
964	160427	338310
965	160604	338167
966	160768	337996
967	160917	337793
968	161092	337646
969	161287	337540
970	161431	337326
971	161582	337129
972	161735	336935
973	161908	336783
974	162050	336566
975	162240	336450
976	162434	336341
977	162597	336166
978	162740	335953
979	162918	335811
980	163062	335599
981	163200	335374
982	163382	335242
983	163572	335124
984	163760	335002
985	163944	334873
986	164149	334784
987	164324	334635
988	164496	334482
989	164705	334401
990	164846	334185
991	165031	334054
992	165193	333880
993	165341	333677
994	165518	333532
995	165696	333388
996	165831	333159
997	165971	332940
998	166118	332736
999	166297	332595
1000	166454	332410
1001	166657	332316
1002	166887	332276
1003	167055	332114
1004	167238	331980
1005	167414	331832
1006	167539	331585
1007	167693	331395
1008	167880	331267
1009	168022	331055
1010	168169	330849
1011	168314	330642
1012	168479	330472
1013	168637	330289
1014	168773	330064
1015	168942	329904
1016	169084	329689
1017	169242	329507
1018	169416	329356
1019	169554	329134
1020	169706	328940
1021	169844	328720
1022	169993	328521
1023	170129	328296
1024	170301	328142
1025	170465	327971
1026	170674	327887
1027	170872	327781
1028	170994	327531
1029	171141	327328
1030	171272	327094
1031	171416	326887
1032	171572	326701
1033	171750	326558
1034	171940	326437
1035	172093	326247
1036	172251	326064
1037	172395	325857
1038	172525	325623
1039	172685	325445
1040	172851	325279
1041	172996	325073
1042	173151	324886
1043	173286	324663
1044	173453	324499
1045	173657	324403
1046	173881	324345
1047	174038	324163
1048	174202	323993
1049	174350	323794
1050	174467	323536
1051	174606	323320
1052	174745	323104
1053	174869	322862
1054	175024	322676
1055	175148	322431
1056	175286	322215
1057	175431	322012
1058	175573	321802
1059	175715	321591
1060	175837	321346
1061	175968	321116
1062	176104	320896
1063	176256	320706
1064	176413	320526
1065	176569	320342
1066	176718	320146
1067	176867	319951
1068	177028	319777
1069	177200	319622
1070	177496	319692
1071	177666	319535
1072	177794	319301
1073	177954	319125
1074	178107	318936
1075	178233	318700
1076	178392	318523
1077	178531	318308
1078	178697	318144
1079	178862	317978
1080	179016	317790
1081	179174	317612
1082	179348	317461
1083	179499	317270
1084	179683	317137
1085	179859	316989
1086	180016	316808
1087	180173	316628
1088	180331	316449
1089	180479	316253
1090	180607	316021
1091	180787	315881
1092	180943	315699
1093	181123	315559
1094	181270	315360
1095	181439	315201
1096	181607	315040
1097	181747	314831
1098	181886	314618
1099	182019	314397
1100	182157	314184
1101	182334	314038
1102	182472	313825
1103	182638	313661
1104	182786	313466
1105	182940	313281
1106	183108	313119
1107	183244	312904
1108	183401	312725
1109	183556	312542
1110	183749	312424
1111	183931	312286
1112	184080	312094
1113	184243	311924
1114	184415	311770
1115	184576	311596
1116	184744	311435
1117	184891	311240
1118	185047	311057
1119	185201	310873
1120	185361	310699
1121	185518	310520
1122	185683	310355
1123	185829	310156
1124	185949	309915
1125	186081	309695
1126	186223	309491
1127	186349	309261
1128	186493	309060
1129	186635	308856
1130	186776	308651
1131	186923	308457
1132	187079	308276
1133	187286	308180
1134	187435	307988
1135	187610	307839
1136	187765	307657
1137	187919	307474
1138	188082	307305
1139	188231	307113
1140	188386	306933
1141	188546	306760
1142	188746	306651
1143	188962	306568
1144	189175	306481
1145	189331	306300
1146	189484	306115
1147	189627	305914
1148	189779	305729
1149	189914	305514
1150	190063	305323
1151	190199	305111
1152	190339	304905
1153	190471	304689
1154	190640	304529
1155	190776	304318
1156	190921	304121
1157	191077	303942
1158	191228	303753
1159	191379	303567
1160	191521	303366
1161	191669	303174
1162	191835	303011
1163	191988	302827
1164	192136	302636
1165	192278	302433
1166	192453	302285
1167	192601	302093
1168	192760	301920
1169	192886	301693
1170	193066	301552
1171	193240	301401
1172	193398	301226
1173	193531	301011
1174	193690	300838
1175	193828	300632
1176	193961	300418
1177	194104	300218
1178	194241	300012
1179	194367	299787
1180	194523	299609
1181	194694	299453
1182	194857	299287
1183	194987	299068
1184	195119	298853
1185	195280	298684
1186	195405	298458
1187	195530	298233
1188	195686	298055
1189	195827	297855
1190	195988	297685
1191	196125	297479
1192	196245	297247
1193	196377	297033
1194	196488	296788
1195	196627	296585
1196	196804	296440
1197	196922	296205
1198	197092	296049
1199	197257	295886
1200	197411	295706
1201	197577	295544
1202	197727	295358
1203	197881	295178
1204	198049	295019
1205	198196	294829
1206	198345	294642
1207	198471	294421
1208	198608	294217
1209	198760	294034
1210	198925	293871
1211	199090	293708
1212	199229	293505
1213	199387	293332
1214	199530	293137
1215	199668	292935
1216	199841	292782
1217	199992	292599
1218	200128	292394
1219	200268	292195
1220	200432	292030
1221	200563	291818
1222	200721	291645
1223	200876	291467
1224	201014	291265
1225	201159	291074
1226	201331	290922
1227	201472	290723
1228	201605	290515
1229	201764	290343
1230	201911	290155
1231	202045	289947
1232	202188	289754
1233	202335	289565
1234	202505	289410
1235	202653	289223
1236	202787	289016
1237	202935	288830
1238	203088	288651
1239	203245	288476
1240	203454	288378
1241	203628	288227
1242	203834	288123
1243	204021	287991
1244	204185	287827
1245	204368	287689
1246	204674	287726
1247	204906	287657
1248	205061	287479
1249	205231	287324
1250	205410	287180
1251	205638	287105
1252	206050	287286
1253	206224	287135
1254	206379	286958
1255	206811	287165
1256	206974	286997
1257	207138	286832
1258	207467	286895
1259	207611	286701
1260	207796	286565
1261	208076	286558
1262	208252	286408
1263	208412	286237
1264	208551	286036
1265	208718	285874
1266	208858	285676
1267	209049	285547
1268	209226	285398
1269	209354	285183
1270	209547	285057
1271	209856	285088
1272	210094	285022
1273	210373	285011
1274	210614	284949
1275	210814	284830
1276	210936	284607
1277	211089	284426
1278	211236	284236
1279	211413	284087
1280	211545	283876
1281	211670	283658
1282	211840	283499
1283	211981	283302
1284	212129	283114
1285	212309	282968
1286	212446	282766
1287	212589	282572
1288	212768	282425
1289	212908	282227
1290	213037	282015
1291	213217	281869
1292	213365	281682
1293	213502	281479
1294	213636	281274
1295	213835	281153
1296	213991	280977
1297	214143	280795
1298	214288	280603
1299	214429	280408
1300	214811	280526
1301	215105	280529
1302	215381	280507
1303	215714	280560
1304	215937	280470
1305	216110	280314
1306	216272	280145
1307	216442	279985
1308	216657	279883
1309	216836	279735
1310	217101	279697
1311	217322	279604
1312	217598	279579
1313	217795	279454
1314	218026	279372
1315	218333	279386
1316	218690	279466
1317	219163	279691
1318	219324	279518
1319	219489	279350
1320	219690	279227
1321	219879	279090
1322	220077	278964
1323	220381	278972
1324	220538	278793
1325	220720	278646
1326	220870	278459
1327	221027	278282
1328	221190	278111
1329	221361	277950
1330	221540	277799
1331	221726	277657
1332	221907	277509
1333	222082	277353
1334	222246	277183
1335	222378	276973
1336	222537	276798
1337	222682	276606
1338	222847	276437
1339	223007	276263
1340	223144	276060
1341	223336	275924
1342	223549	275816
1343	223756	275700
1344	223955	275573
1345	224178	275476
1346	224320	275280
1347	224506	275136
1348	224745	275059
1349	224937	274924
1350	225127	274785
1351	225295	274621
1352	225416	274398
1353	225611	274265
1354	225761	274078
1355	225933	273919
1356	226107	273761
1357	226255	273572
1358	226426	273410
1359	226569	273216
1360	226734	273047
1361	226896	272875
1362	227043	272685
1363	227286	272610
1364	227455	272446
1365	227624	272282
1366	227765	272085
1367	227900	271881
1368	228232	271912
1369	228392	271736
1370	228538	271545
1371	228674	271342
1372	228833	271166
1373	228972	270967
1374	229161	270827
1375	229316	270647
1376	229448	270439
1377	229607	270264
1378	229766	270088
1379	229904	269887
1380	230037	269681
1381	230180	269487
1382	230322	269292
1383	230446	269076
1384	230584	268877
1385	230745	268704
1386	230872	268491
1387	231013	268295
1388	231163	268109
1389	231296	267904
1390	231441	267713
1391	231574	267508
1392	231788	267397
1393	231948	267223
1394	232076	267012
1395	232211	266810
1396	232333	266593
1397	232446	266365
1398	232571	266152
1399	232700	265942
1400	232868	265779
1401	233009	265584
1402	233192	265436
1403	233344	265254
1404	233467	265039
1405	233633	264873
1406	233822	264732
1407	234018	264600
1408	234187	264437
1409	234335	264250
1410	234496	264078
1411	234647	263895
1412	234878	263802
1413	235076	263671
1414	235273	263539
1415	235426	263358
1416	235574	263171
1417	235734	262998
1418	235870	262798
1419	236007	262599
1420	236168	262428
1421	236348	262277
1422	236514	262110
1423	236666	261928
1424	236822	261751
1425	236961	261555
1426	237098	261356
1427	237235	261158
1428	237367	260954
1429	237503	260755
1430	237666	260585
1431	237835	260423
1432	238008	260264
1433	238147	260068
1434	238271	259856
1435	238417	259669
1436	238570	259489
1437	238714	259299
1438	238858	259108
1439	238993	258909
1440	239160	258744
1441	239344	258598
1442	239500	258421
1443	239689	258280
1444	239855	258114
1445	240017	257944
1446	240172	257766
1447	240390	257656
1448	240549	257482
1449	240702	257302
1450	240868	257136
1451	241060	256998
1452	241232	256839
1453	241383	256657
1454	241553	256495
1455	241720	256330
1456	241891	256168
1457	242046	255991
1458	242228	255842
1459	242376	255657
1460	242556	255505
1461	242729	255347
1462	242904	255190
1463	243046	254999
1464	243208	254829
1465	243349	254636
1466	243493	254448
1467	243639	254261
1468	243813	254103
1469	243975	253933
1470	244115	253740
1471	244257	253549
1472	244403	253363
1473	244550	253178
1474	244730	253026
1475	244915	252880
1476	245042	252674
1477	245212	252512
1478	245350	252317
1479	245503	252138
1480	245640	251943
1481	245788	251758
1482	245940	251579
1483	246105	251412
1484	246243	251217
1485	246387	251029
1486	246631	250944
1487	246769	250749
1488	246925	250573
1489	247074	250390
1490	247232	250216
1491	247389	250042
1492	247554	249875
1493	247716	249706
1494	247868	249526
1495	248004	249330
1496	248133	249128
1497	248255	248918
1498	248376	248708
1499	248532	248532
1500	248695	248364
1501	248843	248180
1502	248990	247996
1503	249130	247805
1504	249289	247632
1505	249431	247443
1506	249574	247256
1507	249713	247063
1508	249866	246886
1509	250006	246695
1510	250143	246501
1511	250273	246300
1512	250389	246086
1513	250530	245897
1514	250673	245710
1515	250796	245502
1516	250941	245317
1517	251062	245108
1518	251211	244927
1519	251346	244731
1520	251469	244525
1521	251600	244326
1522	251755	244151
1523	251930	243996
1524	252048	243784
1525	252163	243571
1526	252327	243404
1527	252469	243216
1528	252597	243015
1529	252736	242825
1530	252904	242662
1531	253062	242490
1532	253235	242332
1533	253366	242135
1534	253506	241945
1535	253637	241747
1536	253760	241542
1537	253901	241354
1538	254035	241160
1539	254150	240947
1540	254289	240758
1541	254412	240553
1542	254549	240362
1543	254681	240165
1544	254835	239990
1545	254988	239814
1546	255098	239597
1547	255210	239383
1548	255355	239200
1549	255492	239009
1550	255656	238843
1551	255820	238677
1552	255969	238498
1553	256090	238292
1554	256211	238086
1555	256357	237905
1556	256488	237709
1557	256611	237506
1558	256724	237293
1559	256880	237120
1560	257014	236927
1561	257152	236738
1562	257269	236530
1563	257437	236368
1564	257557	236162
1565	257713	235990
1566	257875	235823
1567	258015	235636
1568	258152	235446
1569	258288	235256
1570	258430	235071
1571	258540	234857
1572	258677	234668
1573	258823	234486
1574	258970	234306
1575	259117	234126
1576	259249	233932
1577	259376	233735
1578	259501	233535
1579	259625	233334
1580	259759	233142
1581	259889	232948
1582	260022	232755
1583	260151	232559
1584	260300	232381
1585	260462	232215
1586	260605	232032
1587	260745	231846
1588	260887	231662
1589	261038	231487
1590	261176	231300
1591	261333	231128
1592	261510	230975
1593	261672	230810
1594	261845	230654
1595	262008	230488
1596	262169	230321
1597	262325	230150
1598	262476	229974
1599	262647	229816
1600	262787	229631
1601	262975	229487
1602	263113	229300
1603	263265	229126
1604	263433	228965
1605	263584	228789
1606	263757	228633
1607	263925	228472
1608	264084	228304
1609	264237	228130
1610	264387	227954
1611	264543	227783
1612	264708	227619
1613	264872	227455
1614	265017	227274
1615	265154	227087
1616	265310	226916
1617	265444	226726
1618	265587	226544
1619	265729	226362
1620	265886	226192
1621	266010	225994
1622	266146	225806
1623	266309	225641
1624	266461	225467
1625	266595	225277
1626	266767	225121
1627	266914	224942
1628	267051	224756
1629	267174	224558
1630	267302	224363
1631	267455	224190
1632	267602	224012
1633	267747	223832
1634	267912	223669
1635	268026	223464
1636	268161	223276
1637	268294	223087
1638	268444	222912
1639	268578	222723
1640	268710	222533
1641	268872	222368
1642	269014	222186
1643	269150	222000
1644	269274	221803
1645	269413	221619
1646	269574	221453
1647	269709	221266
1648	269832	221069
1649	269997	220907
1650	270124	220713
1651	270266	220532
1652	270410	220352
1653	270535	220157
1654	270651	219955
1655	270793	219774
1656	270926	219585
1657	271083	219417
1658	271246	219253
1659	271399	219081
1660	271564	218919
1661	271682	218719
1662	271822	218536
