iter	Passed	Remaining
1663	271955	218348
1664	272099	218169
1665	272235	217984
1666	272361	217791
1667	272482	217594
1668	272637	217423
1669	272777	217241
1670	272946	217082
1671	273089	216903
1672	273227	216720
1673	273368	216539
1674	273511	216359
1675	273639	216168
1676	273784	215990
1677	273946	215826
1678	274084	215643
1679	274222	215460
1680	274361	215278
1681	274493	215090
1682	274621	214900
1683	274755	214713
1684	274910	214544
1685	275058	214369
1686	275206	214194
1687	275333	214003
1688	275511	213851
1689	275634	213657
1690	275761	213466
1691	275922	213301
1692	276062	213120
1693	276190	212930
1694	276318	212740
1695	276446	212550
1696	276573	212360
1697	276784	212234
1698	276942	212067
1699	277071	211877
1700	277192	211683
1701	277318	211492
1702	277434	211293
1703	277581	211118
1704	277714	210932
1705	277862	210758
1706	278006	210581
1707	278124	210384
1708	278238	210184
1709	278375	210002
1710	278513	209820
1711	278653	209641
1712	278800	209466
1713	278946	209291
1714	279068	209097
1715	279212	208921
1716	279346	208737
1717	279483	208554
1718	279609	208365
1719	279737	208176
1720	279883	208001
1721	279997	207803
1722	280140	207625
1723	280277	207444
1724	280419	207266
1725	280577	207100
1726	280714	206919
1727	280881	206760
1728	281019	206579
1729	281136	206383
1730	281289	206214
1731	281417	206026
1732	281543	205836
1733	281668	205646
1734	281816	205474
1735	281956	205295
1736	282091	205113
1737	282236	204938
1738	282363	204750
1739	282475	204551
1740	282621	204377
1741	282791	204220
1742	282943	204050
1743	283075	203866
1744	283237	203703
1745	283413	203550
1746	283549	203370
1747	283681	203185
1748	283833	203016
1749	284000	202857
1750	284150	202686
1751	284309	202521
1752	284450	202344
1753	284596	202170
1754	284737	201993
1755	284884	201820
1756	285023	201641
1757	285166	201466
1758	285312	201292
1759	285443	201107
1760	285565	200917
1761	285705	200739
1762	285850	200565
1763	285999	200394
1764	286152	200225
1765	286301	200054
1766	286444	199879
1767	286591	199706
1768	286729	199527
1769	286839	199329
1770	286990	199159
1771	287142	198990
1772	287301	198826
1773	287452	198656
1774	287599	198484
1775	287758	198320
1776	287942	198173
1777	288092	198002
1778	288266	197848
1779	288478	197721
1780	288678	197585
1781	288832	197417
1782	289018	197271
1783	289168	197101
1784	289326	196936
1785	289502	196783
1786	289647	196610
1787	289823	196457
1788	290009	196311
1789	290136	196126
1790	290271	195945
1791	290416	195771
1792	290573	195606
1793	290731	195441
1794	290862	195258
1795	291109	195153
1796	291287	195002
1797	291466	194851
1798	291706	194741
1799	291930	194620
1800	292085	194453
1801	292268	194305
1802	292426	194140
1803	292577	193970
1804	292727	193800
1805	292869	193624
1806	293022	193456
1807	293143	193267
1808	293266	193078
1809	293398	192897
1810	293537	192720
1811	293673	192541
1812	293823	192370
1813	293965	192195
1814	294112	192023
1815	294420	191956
1816	294625	191822
1817	294811	191676
1818	295158	191634
1819	295474	191571
1820	295728	191468
1821	295934	191334
1822	296218	191250
1823	296413	191108
1824	296573	190944
1825	296737	190782
1826	296877	190605
1827	297070	190463
1828	297226	190296
1829	297398	190139
1830	297586	189993
1831	297733	189821
1832	297892	189656
1833	298036	189482
1834	298234	189342
1835	298431	189201
1836	298693	189102
1837	298875	188951
1838	299031	188785
1839	299193	188622
1840	299366	188466
1841	299520	188298
1842	299723	188160
1843	299869	187987
1844	300119	187879
1845	300307	187733
1846	300454	187560
1847	300659	187423
1848	300862	187286
1849	301100	187170
1850	301307	187035
1851	301478	186877
1852	301691	186745
1853	301862	186588
1854	302089	186464
1855	302259	186306
1856	302417	186140
1857	302594	185986
1858	302754	185821
1859	302917	185658
1860	303196	185567
1861	303374	185413
1862	303555	185262
1863	303709	185093
1864	303898	184946
1865	304100	184806
1866	304291	184661
1867	304477	184511
1868	304640	184348
1869	304806	184188
1870	304997	184041
1871	305164	183881
1872	305354	183734
1873	305602	183622
1874	305767	183460
1875	305958	183314
1876	306195	183195
1877	306351	183028
1878	306525	182871
1879	306694	182711
1880	306879	182561
1881	307070	182414
1882	307229	182249
1883	307433	182110
1884	307594	181946
1885	307783	181798
1886	307975	181651
1887	308165	181504
1888	308322	181337
1889	308476	181168
1890	308650	181012
1891	308815	180849
1892	308975	180684
1893	309141	180522
1894	309262	180334
1895	309399	180156
1896	309533	179976
1897	309774	179858
1898	309996	179729
1899	310177	179576
1900	310346	179416
1901	310527	179263
1902	310695	179103
1903	310855	178937
1904	310974	178748
1905	311390	178731
1906	311542	178561
1907	311683	178384
1908	311822	178207
1909	312055	178083
1910	312252	177939
1911	312474	177809
1912	312635	177644
1913	312791	177477
1914	312936	177303
1915	313093	177136
1916	313353	177027
1917	313597	176909
1918	313822	176780
1919	314000	176625
1920	314157	176458
1921	314339	176305
1922	314472	176123
1923	314660	175974
1924	314846	175823
1925	315008	175658
1926	315196	175509
1927	315334	175331
1928	315523	175181
1929	315649	174997
1930	315829	174842
1931	315987	174676
1932	316146	174510
1933	316371	174380
1934	316537	174218
1935	316717	174063
1936	316880	173899
1937	317055	173742
1938	317218	173578
1939	317359	173402
1940	317504	173228
1941	317668	173065
1942	317799	172884
1943	318083	172786
1944	318313	172658
1945	318582	172551
1946	318747	172389
1947	318891	172214
1948	319062	172054
1949	319312	171937
1950	319518	171796
1951	319710	171647
1952	319846	171469
1953	320025	171313
1954	320183	171146
1955	320346	170982
1956	320476	170800
1957	320655	170645
1958	320830	170487
1959	320962	170306
1960	321191	170177
1961	321351	170011
1962	321491	169835
1963	321681	169685
1964	321840	169518
1965	322008	169357
1966	322159	169186
1967	322333	169028
1968	322468	168849
1969	322637	168688
1970	322802	168525
1971	322972	168365
1972	323148	168207
1973	323375	168076
1974	323623	167956
1975	323776	167787
1976	324064	167687
1977	324228	167523
1978	324385	167356
1979	324558	167196
1980	324781	167063
1981	324951	166902
1982	325146	166754
1983	325317	166593
1984	325482	166430
1985	325619	166252
1986	325810	166102
1987	325961	165932
1988	326141	165776
1989	326277	165598
1990	326421	165423
1991	326592	165263
1992	326748	165095
1993	326911	164931
1994	327095	164777
1995	327249	164608
1996	327449	164462
1997	327624	164303
1998	327777	164134
1999	327956	163978
2000	328113	163810
2001	328286	163651
2002	328676	163599
2003	328822	163426
2004	328960	163249
2005	329129	163087
2006	329285	162919
2007	329438	162750
2008	329603	162586
2009	329761	162419
2010	329951	162268
2011	330129	162111
2012	330312	161956
2013	330503	161805
2014	330681	161648
2015	330827	161475
2016	330975	161303
2017	331194	161166
2018	331355	161000
2019	331557	160854
2020	331696	160678
2021	331852	160510
2022	331986	160331
2023	332166	160174
2024	332334	160013
2025	332542	159870
2026	332667	159687
2027	332859	159536
2028	332993	159357
2029	333182	159205
2030	333364	159050
2031	333590	158915
2032	333767	158756
2033	333948	158600
2034	334211	158483
2035	334406	158333
2036	334563	158166
2037	334731	158003
2038	334887	157835
2039	335035	157663
2040	335165	157483
2041	335320	157314
2042	335449	157134
2043	335593	156960
2044	335724	156781
2045	335865	156605
2046	336010	156432
2047	336137	156251
2048	336290	156081
2049	336411	155898
2050	336550	155722
2051	336674	155539
2052	336797	155356
2053	336916	155171
2054	337074	155005
2055	337209	154827
2056	337349	154652
2057	337498	154481
2058	337611	154294
2059	337739	154113
2060	337890	153944
2061	338037	153772
2062	338162	153590
2063	338300	153415
2064	338443	153242
2065	338605	153077
2066	338734	152897
2067	338908	152738
2068	339081	152578
2069	339231	152408
2070	339408	152250
2071	339538	152071
2072	339665	151891
2073	339814	151720
2074	339941	151540
2075	340131	151387
2076	340282	151218
2077	340463	151062
2078	340642	150905
2079	340792	150735
2080	340960	150573
2081	341282	150479
2082	341547	150359
2083	341801	150235
2084	341964	150070
2085	342247	149959
2086	342461	149816
2087	342723	149695
2088	342910	149541
2089	343132	149402
2090	343344	149258
2091	343566	149119
2092	343776	148975
2093	343967	148822
2094	344140	148661
2095	344282	148488
2096	344427	148315
2097	344626	148166
2098	344821	148015
2099	344975	147846
2100	345174	147697
2101	345326	147527
2102	345609	147413
2103	345801	147261
2104	345979	147103
2105	346172	146950
2106	346363	146797
2107	346560	146647
2108	346713	146478
2109	346834	146295
2110	346974	146120
2111	347148	145960
2112	347324	145800
2113	347469	145628
2114	347607	145452
2115	347780	145292
2116	347945	145127
2117	348116	144966
2118	348339	144826
2119	348573	144690
2120	348777	144542
2121	348961	144386
2122	349163	144237
2123	349329	144073
2124	349590	143948
2125	349814	143809
2126	349998	143652
2127	350184	143496
2128	350312	143317
2129	350470	143149
2130	350587	142965
2131	350765	142806
2132	350906	142632
2133	351183	142513
2134	351328	142341
2135	351473	142168
2136	351596	141987
2137	351733	141812
2138	351908	141651
2139	352088	141493
2140	352224	141317
2141	352358	141140
2142	352493	140964
2143	352661	140801
2144	352820	140634
2145	352972	140465
2146	353155	140308
2147	353288	140131
2148	353443	139962
2149	353589	139791
2150	353728	139616
2151	353865	139441
2152	354009	139268
2153	354179	139106
2154	354332	138937
2155	354483	138768
2156	354736	138638
2157	354894	138471
2158	355044	138301
2159	355184	138127
2160	355307	137946
2161	355468	137781
2162	355596	137602
2163	355746	137432
2164	355895	137262
2165	356036	137088
2166	356205	136926
2167	356405	136775
2168	356579	136614
2169	356708	136437
2170	356878	136274
2171	357038	136108
2172	357209	135946
2173	357371	135781
2174	357506	135605
2175	357679	135444
2176	357830	135275
2177	357972	135102
2178	358126	134934
2179	358252	134755
2180	358403	134586
2181	358562	134419
2182	358695	134243
2183	358857	134078
2184	359015	133911
2185	359214	133760
2186	359408	133607
2187	359564	133439
2188	359725	133274
2189	359879	133106
2190	360032	132937
2191	360242	132790
2192	360373	132613
2193	360534	132448
2194	360710	132287
2195	360884	132127
2196	361032	131956
2197	361198	131793
2198	361355	131625
2199	361492	131451
2200	361671	131292
2201	361847	131132
2202	362027	130973
2203	362277	130840
2204	362419	130668
2205	362598	130509
2206	362767	130346
2207	363056	130226
2208	363216	130060
2209	363379	129895
2210	363546	129732
2211	363841	129614
2212	364045	129463
2213	364213	129300
2214	364393	129141
2215	364559	128977
2216	364708	128807
2217	364866	128641
2218	364995	128463
2219	365179	128306
2220	365318	128132
2221	365487	127969
2222	365707	127825
2223	365890	127666
2224	366033	127494
2225	366180	127324
2226	366335	127156
2227	366486	126987
2228	366659	126825
2229	366823	126661
2230	366987	126496
2231	367142	126328
2232	367288	126157
2233	367411	125979
2234	367554	125807
2235	367719	125643
2236	367870	125474
2237	368026	125306
2238	368174	125136
2239	368315	124964
2240	368467	124795
2241	368686	124649
2242	368851	124485
2243	369002	124316
2244	369139	124142
2245	369297	123976
2246	369436	123803
2247	369622	123645
2248	369808	123488
2249	369968	123322
2250	370152	123164
2251	370300	122994
2252	370435	122820
2253	370604	122657
2254	370754	122488
2255	370919	122324
2256	371051	122149
2257	371225	121988
2258	371378	121820
2259	371522	121649
2260	371706	121490
2261	371875	121328
2262	372021	121157
2263	372205	120999
2264	372356	120830
2265	372507	120662
2266	372636	120486
2267	372785	120316
2268	373052	120185
2269	373221	120022
2270	373370	119853
2271	373571	119700
2272	373771	119547
2273	373913	119376
2274	374125	119226
2275	374283	119060
2276	374452	118897
2277	374617	118733
2278	374784	118569
2279	374960	118408
2280	375096	118235
2281	375276	118075
2282	375415	117903
2283	375579	117738
2284	375720	117566
2285	375887	117403
2286	376058	117240
2287	376210	117072
2288	376361	116903
2289	376505	116733
2290	376664	116566
2291	376794	116391
2292	376943	116222
2293	377190	116083
2294	377393	115931
2295	377570	115770
2296	377723	115602
2297	377867	115431
2298	377996	115256
2299	378190	115101
2300	378372	114942
2301	378536	114777
2302	378708	114615
2303	378886	114455
2304	379016	114280
2305	379165	114111
2306	379342	113950
2307	379472	113775
2308	379623	113607
2309	379797	113446
2310	379937	113274
2311	380121	113115
2312	380272	112947
2313	380450	112787
2314	380649	112632
2315	380819	112469
2316	380970	112301
2317	381172	112148
2318	381316	111977
2319	381505	111820
2320	381653	111651
2321	381811	111485
2322	381966	111317
2323	382112	111148
2324	382297	110989
2325	382451	110822
2326	382606	110655
2327	382768	110489
2328	382910	110318
2329	383068	110152
2330	383240	109990
2331	383399	109824
2332	383571	109662
2333	383746	109500
2334	383907	109335
2335	384043	109162
2336	384226	109003
2337	384402	108842
2338	384587	108684
2339	384765	108523
2340	384920	108356
2341	385068	108187
2342	385270	108033
2343	385399	107859
2344	385542	107688
2345	385697	107521
2346	385873	107360
2347	386071	107205
2348	386240	107042
2349	386391	106874
2350	386541	106705
2351	386673	106532
2352	386842	106369
2353	386995	106201
2354	387160	106037
2355	387298	105865
2356	387439	105695
2357	387571	105521
2358	387736	105357
2359	387883	105188
2360	388018	105016
2361	388215	104860
2362	388387	104698
2363	388515	104524
2364	388651	104352
2365	388824	104190
2366	388965	104019
2367	389120	103853
2368	389305	103694
2369	389443	103522
2370	389571	103348
2371	389712	103178
2372	389838	103004
2373	389995	102837
2374	390130	102665
2375	390294	102501
2376	390446	102334
2377	390569	102159
2378	390706	101987
2379	390855	101819
2380	391016	101654
2381	391193	101493
2382	391362	101330
2383	391502	101160
2384	391674	100997
2385	391810	100826
2386	391944	100654
2387	392118	100492
2388	392259	100322
2389	392413	100155
2390	392576	99991
2391	392725	99823
2392	392852	99649
2393	392989	99478
2394	393155	99314
2395	393321	99151
2396	393456	98979
2397	393602	98811
2398	393763	98645
2399	393901	98475
2400	394039	98304
2401	394211	98142
2402	394374	97978
2403	394494	97803
2404	394665	97640
2405	394805	97470
2406	394955	97303
2407	395078	97128
2408	395222	96959
2409	395391	96797
2410	395520	96624
2411	395691	96462
2412	395839	96294
2413	395971	96122
2414	396124	95955
2415	396292	95792
2416	396453	95627
2417	396615	95463
2418	396749	95292
2419	396885	95121
2420	397021	94950
2421	397204	94791
2422	397363	94625
2423	397524	94461
2424	397679	94295
2425	397834	94128
2426	397982	93961
2427	398129	93793
2428	398275	93625
2429	398412	93454
2430	398613	93299
2431	398774	93134
2432	398938	92970
2433	399154	92819
2434	399306	92652
2435	399459	92485
2436	399595	92315
2437	399765	92152
2438	399919	91986
2439	400078	91821
2440	400245	91658
2441	400405	91493
2442	400573	91330
2443	400714	91160
2444	400875	90996
2445	401040	90832
2446	401194	90666
2447	401369	90504
2448	401510	90335
2449	401692	90175
2450	401859	90012
2451	402011	89845
2452	402208	89689
2453	402350	89520
2454	402473	89347
2455	402607	89176
2456	402791	89017
2457	402946	88851
2458	403090	88683
2459	403278	88524
2460	403438	88359
2461	403574	88189
2462	403748	88027
2463	403939	87869
2464	404100	87705
2465	404315	87552
2466	404479	87388
2467	404651	87226
2468	404800	87059
2469	404948	86891
2470	405081	86721
2471	405246	86557
2472	405366	86384
2473	405530	86220
2474	405677	86052
2475	405823	85885
2476	405996	85723
2477	406209	85569
2478	406378	85406
2479	406561	85246
2480	406725	85082
2481	406896	84920
2482	407031	84750
2483	407200	84587
2484	407360	84422
2485	407496	84253
2486	407666	84090
2487	407864	83933
2488	407986	83761
2489	408189	83604
2490	408333	83437
2491	408500	83273
2492	408636	83104
2493	408805	82941
2494	408944	82772
2495	409095	82605
2496	409275	82445
2497	409426	82278
2498	409551	82106
2499	409724	81944
2500	409896	81782
2501	410032	81613
2502	410173	81444
2503	410324	81278
2504	410453	81107
2505	410601	80940
2506	410784	80780
2507	410944	80615
2508	411099	80450
2509	411260	80285
2510	411389	80115
2511	411534	79947
2512	411716	79787
2513	411862	79620
2514	412023	79455
2515	412172	79289
2516	412322	79122
2517	412478	78957
2518	412607	78786
2519	412753	78619
2520	412898	78452
2521	413067	78289
2522	413188	78117
2523	413355	77954
2524	413493	77785
2525	413677	77625
2526	413848	77463
2527	413985	77294
2528	414177	77136
2529	414346	76973
2530	414625	76831
2531	414780	76665
2532	414928	76498
2533	415065	76330
2534	415203	76161
2535	415361	75996
2536	415500	75828
2537	415652	75662
2538	415788	75493
2539	415926	75325
2540	416071	75158
2541	416203	74988
2542	416335	74819
2543	416492	74654
2544	416673	74493
2545	416808	74324
2546	416984	74163
2547	417130	73996
2548	417287	73831
2549	417435	73665
2550	417579	73497
2551	417701	73326
2552	417881	73166
2553	418020	72998
2554	418190	72835
2555	418378	72676
2556	418510	72506
2557	418641	72337
2558	418793	72171
2559	418945	72006
2560	419114	71843
2561	419260	71676
2562	419430	71514
2563	419576	71347
2564	419733	71182
2565	419859	71012
2566	419985	70842
2567	420130	70676
2568	420304	70514
2569	420418	70342
2570	420555	70174
2571	420719	70010
2572	420883	69847
2573	421063	69686
2574	421262	69528
2575	421461	69370
2576	421628	69207
2577	421809	69047
2578	421955	68880
2579	422087	68711
2580	422270	68551
2581	422421	68385
2582	422572	68220
2583	422833	68072
2584	423046	67916
2585	423213	67753
2586	423382	67590
2587	423540	67426
2588	423724	67265
2589	423889	67102
2590	424057	66939
2591	424200	66772
2592	424358	66607
2593	424529	66445
2594	424693	66281
2595	424859	66118
2596	425033	65956
2597	425174	65789
2598	425355	65628
2599	425497	65461
2600	425657	65296
2601	425823	65133
2602	425994	64971
2603	426147	64805
2604	426297	64640
2605	426423	64470
2606	426576	64305
2607	426702	64136
2608	426862	63972
2609	427013	63806
2610	427173	63642
2611	427339	63479
2612	427463	63309
2613	427625	63145
2614	427758	62977
2615	427947	62817
2616	428103	62653
2617	428234	62484
2618	428387	62319
2619	428530	62153
2620	428657	61984
2621	428821	61820
2622	428971	61655
2623	429112	61488
2624	429278	61325
2625	429429	61160
2626	429595	60996
2627	429753	60832
2628	429903	60667
2629	430042	60500
2630	430184	60333
2631	430328	60167
2632	430462	59999
2633	430625	59836
2634	430753	59667
2635	430904	59502
2636	431058	59338
2637	431217	59173
2638	431375	59009
2639	431516	58843
2640	431662	58677
2641	431942	58529
2642	432095	58364
2643	432241	58198
2644	432425	58038
2645	432565	57871
2646	432751	57711
2647	432875	57542
2648	433006	57374
2649	433145	57207
2650	433310	57044
2651	433424	56874
2652	433573	56709
2653	433771	56550
2654	433928	56386
2655	434111	56225
2656	434251	56058
2657	434428	55897
2658	434611	55736
2659	434755	55570
2660	434881	55402
2661	435026	55236
2662	435182	55071
2663	435364	54910
2664	435505	54744
2665	435657	54579
2666	435788	54412
2667	435948	54248
2668	436118	54085
2669	436268	53920
2670	436402	53753
2671	436570	53590
2672	436723	53426
2673	436892	53263
2674	437025	53096
2675	437175	52931
2676	437322	52766
2677	437476	52601
2678	437615	52435
2679	437739	52267
2680	437903	52104
2681	438051	51939
2682	438186	51772
2683	438361	51610
2684	438499	51444
2685	438630	51277
2686	438787	51112
2687	438920	50946
2688	439045	50778
2689	439211	50615
2690	439396	50454
2691	439547	50290
2692	439688	50124
2693	439829	49958
2694	439967	49792
2695	440094	49624
2696	440253	49461
2697	440513	49308
2698	440669	49144
2699	440799	48977
2700	440951	48813
2701	441102	48648
2702	441243	48482
2703	441381	48316
2704	441532	48152
2705	441680	47987
2706	441826	47822
2707	441991	47659
2708	442167	47497
2709	442353	47336
2710	442501	47171
2711	442635	47005
2712	442779	46840
2713	442977	46680
2714	443138	46517
2715	443281	46351
2716	443443	46188
2717	443592	46023
2718	443753	45860
2719	443899	45695
2720	444041	45530
2721	444190	45365
2722	444349	45201
2723	444518	45039
2724	444694	44877
2725	444865	44715
2726	445023	44551
2727	445185	44387
2728	445336	44223
2729	445464	44056
2730	445624	43893
2731	445788	43730
2732	445926	43564
2733	446088	43401
2734	446222	43235
2735	446421	43075
2736	446554	42909
2737	446702	42745
2738	446857	42581
2739	447010	42417
2740	447185	42255
2741	447373	42094
2742	447576	41934
2743	447732	41770
2744	447908	41609
2745	448118	41450
2746	448313	41289
2747	448510	41129
2748	448699	40968
2749	448892	40808
2750	449041	40643
2751	449198	40480
2752	449378	40318
2753	449530	40154
2754	449681	39989
2755	449864	39828
2756	450047	39666
2757	450273	39509
2758	450548	39355
2759	450711	39192
2760	450855	39027
2761	451028	38864
2762	451160	38698
2763	451327	38535
2764	451474	38371
2765	451628	38207
2766	451788	38043
2767	451947	37879
2768	452216	37725
2769	452507	37572
2770	452895	37428
2771	453192	37275
2772	453472	37121
2773	453710	36964
2774	453991	36810
2775	454218	36651
2776	454531	36500
2777	454857	36349
2778	455090	36191
2779	455390	36038
2780	455584	35876
2781	455786	35715
2782	455997	35555
2783	456201	35394
2784	456398	35233
2785	456572	35070
2786	456779	34909
2787	457004	34750
2788	457183	34587
2789	457400	34428
2790	457605	34267
2791	457808	34106
2792	458064	33948
2793	458302	33790
2794	458543	33632
2795	458784	33473
2796	458933	33308
2797	459085	33143
2798	459239	32978
2799	459402	32814
2800	459550	32649
2801	459842	32494
2802	460103	32336
2803	460338	32177
2804	460499	32013
2805	460658	31848
2806	460821	31684
2807	460991	31520
2808	461140	31355
2809	461288	31190
2810	461578	31034
2811	462016	30888
2812	462444	30741
2813	462628	30578
2814	462828	30416
2815	463028	30254
2816	463330	30099
2817	463579	29940
2818	463789	29778
2819	464033	29619
2820	464219	29455
2821	464410	29293
2822	464580	29128
2823	464783	28966
2824	465010	28805
2825	465235	28645
2826	465427	28482
2827	465575	28316
2828	465751	28152
2829	465939	27989
2830	466133	27826
2831	466292	27661
2832	466455	27496
2833	466605	27331
2834	466770	27166
2835	466948	27002
2836	467119	26838
2837	467306	26674
2838	467463	26509
2839	467612	26344
2840	467749	26178
2841	468067	26022
2842	468256	25858
2843	468440	25695
2844	468634	25531
2845	468801	25367
2846	469016	25205
2847	469334	25048
2848	469620	24890
2849	469876	24730
2850	470364	24582
2851	470600	24421
2852	470816	24258
2853	470976	24093
2854	471134	23928
2855	471335	23764
2856	471594	23604
2857	471819	23442
2858	472041	23280
2859	472298	23119
2860	472574	22959
2861	472812	22798
2862	473036	22635
2863	473344	22477
2864	473705	22321
2865	473921	22158
2866	474108	21993
2867	474403	21834
2868	474767	21678
2869	475047	21517
2870	475278	21355
2871	475492	21191
2872	475670	21026
2873	475842	20861
2874	476013	20696
2875	476175	20530
2876	476335	20364
2877	476495	20198
2878	476640	20032
2879	476806	19866
2880	477063	19705
2881	477246	19540
2882	477431	19375
2883	477572	19208
2884	477714	19042
2885	477842	18875
2886	477996	18709
2887	478119	18542
2888	478263	18375
2889	478435	18210
2890	478587	18044
2891	478717	17877
2892	478911	17712
2893	479106	17548
2894	479291	17383
2895	479458	17218
2896	479621	17052
2897	479790	16887
2898	479950	16721
2899	480103	16555
2900	480394	16394
2901	480628	16230
2902	480835	16066
2903	481040	15902
2904	481295	15739
2905	481490	15574
2906	481660	15409
2907	481799	15242
2908	481984	15077
2909	482147	14911
2910	482317	14746
2911	482496	14580
2912	482632	14414
2913	482762	14247
2914	482933	14082
2915	483092	13916
2916	483248	13750
2917	483433	13585
2918	483582	13419
2919	483718	13252
2920	483865	13086
2921	484083	12922
2922	484239	12756
2923	484404	12590
2924	484559	12424
2925	484715	12258
2926	484884	12093
2927	485084	11928
2928	485248	11762
2929	485421	11597
2930	485586	11431
2931	485758	11265
2932	485925	11100
2933	486094	10934
2934	486286	10769
2935	486479	10604
2936	486640	10438
2937	486796	10272
2938	486939	10106
2939	487107	9940
2940	487275	9775
2941	487453	9609
2942	487602	9443
2943	487741	9277
2944	487923	9112
2945	488100	8946
2946	488285	8781
2947	488481	8616
2948	488645	8450
2949	488813	8284
2950	488994	8119
2951	489135	7953
2952	489284	7787
2953	489445	7621
2954	489598	7455
2955	489764	7290
2956	489932	7124
2957	490076	6958
2958	490268	6793
2959	490452	6627
2960	490617	6462
2961	490779	6296
2962	490920	6130
2963	491081	5964
2964	491243	5798
2965	491439	5633
2966	491602	5467
2967	491779	5302
2968	491949	5136
2969	492091	4970
2970	492283	4805
2971	492458	4639
2972	492641	4474
2973	492794	4308
2974	492956	4142
2975	493090	3976
2976	493228	3810
2977	493376	3644
2978	493533	3479
2979	493672	3313
2980	493852	3147
2981	494032	2982
2982	494185	2816
2983	494349	2650
2984	494513	2484
2985	494653	2319
2986	494802	2153
2987	494951	1987
2988	495114	1822
2989	495273	1656
2990	495433	1490
2991	495592	1325
2992	495727	1159
2993	495855	993
2994	495995	828
2995	496146	662
2996	496281	496
2997	496416	331
2998	496585	165
2999	496748	0
